tourney_name,tourney_date,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,round,minutes,w_ace,w_df,w_svpt,w_1st_in,w_1st_won,w_2nd_won,w_sv_gms,w_bp_saved,w_bp_faced,l_ace,l_df,l_svpt,l_1st_in,l_1st_won,l_2nd_won,l_sv_gms,l_bp_saved,l_bp_faced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
Roland Garros,2015-05-24,106233,NA,NA,Dominic Thiem,R,185,AUT,21.7,105379,NA,NA,Aljaz Bedene,R,181,SLO,25.8,6-3 6-4 6-7(6) 6-3,R128,202,9,5,149,86,64,30,21,5,8,9,6,156,81,57,31,19,10,16,31,1225,75,668
Roland Garros,2015-05-24,104655,21,NA,Pablo Cuevas,R,180,URU,29.3,105032,NA,NA,Sam Groth,R,193,AUS,27.5,6-7(5) 6-3 6-3 6-3,R128,149,4,0,116,81,62,24,20,4,5,18,2,113,60,39,34,19,3,8,23,1502,72,691
Roland Garros,2015-05-24,104571,NA,NA,Marcos Baghdatis,R,183,CYP,29.9,103333,25,NA,Ivo Karlovic,R,208,CRO,36.2,7-6(5) 6-4 6-4,R128,141,8,8,100,36,32,40,16,2,3,21,11,112,67,51,23,16,11,14,59,832,25,1330
Roland Garros,2015-05-24,106000,NA,NA,Damir Dzumhur,R,172,BIH,23,104022,NA,NA,Mikhail Youzhny,R,183,RUS,32.9,6-2 6-1 RET,R128,62,0,0,43,28,23,6,7,2,3,0,3,50,35,18,2,8,8,14,88,601,68,720
Roland Garros,2015-05-24,104719,NA,NA,Marcel Granollers,R,190,ESP,29.1,104897,NA,Q,Matthias Bachinger,R,188,GER,28.1,6-4 6-3 7-6(7),R128,153,8,5,114,61,52,23,15,7,7,1,8,100,63,41,19,16,4,7,57,845,124,431
Roland Garros,2015-05-24,103819,2,NA,Roger Federer,R,185,SUI,33.7,104268,NA,LL,Alejandro Falla,L,185,COL,31.5,6-3 6-3 6-4,R128,110,8,0,81,58,45,15,14,2,2,2,4,109,74,48,16,14,12,16,2,9235,109,485
Roland Garros,2015-05-24,104925,1,NA,Novak Djokovic,R,188,SRB,28,104180,NA,NA,Gilles Muller,L,193,LUX,32,6-1 6-4 6-4,R64,106,3,1,73,50,42,15,14,3,4,4,6,85,46,31,16,13,7,12,1,13845,55,868
Roland Garros,2015-05-24,106423,NA,WC,Thanasi Kokkinakis,R,196,AUS,19.1,106071,27,NA,Bernard Tomic,R,193,AUS,22.5,3-6 3-6 6-3 6-4 8-6,R64,202,19,8,141,83,66,30,26,9,14,6,3,171,106,71,34,25,17,22,84,619,26,1320
Roland Garros,2015-05-24,104755,20,NA,Richard Gasquet,R,185,FRA,28.9,104122,NA,NA,Carlos Berlocq,R,183,ARG,32.3,3-6 6-3 6-1 4-6 6-1,R64,202,2,2,119,77,61,19,21,0,2,4,1,132,73,50,30,21,8,14,21,1625,111,480
Roland Garros,2015-05-24,104731,15,NA,Kevin Anderson,R,203,RSA,29,104229,NA,NA,Yen Hsun Lu,R,180,TPE,31.7,5-7 6-4 6-4 6-4,R64,167,21,1,122,83,64,19,21,3,6,8,3,132,73,55,27,21,9,14,17,1970,65,754
Roland Garros,2015-05-24,106058,NA,NA,Jack Sock,R,185,USA,22.6,105807,NA,NA,Pablo Carreno Busta,R,188,ESP,23.8,6-7(2) 7-6(4) 6-1 7-6(4),R64,207,6,13,182,90,64,47,22,12,15,6,2,135,81,57,26,21,3,8,37,1125,61,825
Roland Garros,2015-05-24,106432,NA,NA,Borna Coric,R,188,CRO,18.5,103990,18,NA,Tommy Robredo,R,180,ESP,33,7-5 3-6 6-2 4-6 6-4,R64,227,3,4,165,81,50,49,24,13,19,7,2,139,78,55,30,25,7,15,46,970,19,1755
Roland Garros,2015-05-24,105723,NA,NA,Andrey Kuznetsov,R,185,RUS,24.2,103781,NA,NA,Jurgen Melzer,L,183,AUT,34,6-1 5-7 7-6(0) 7-5,R64,166,4,6,127,73,55,29,21,4,8,4,7,145,89,55,27,22,7,14,120,465,110,480
Roland Garros,2015-05-24,104745,6,NA,Rafael Nadal,L,185,ESP,28.9,104597,NA,NA,Nicolas Almagro,R,183,ESP,29.7,6-4 6-3 6-1,R64,139,5,3,93,63,46,13,13,6,7,2,2,92,62,34,14,13,10,16,7,4570,154,335
Roland Garros,2015-05-24,104918,3,NA,Andy Murray,R,190,GBR,28,105311,NA,NA,Joao Sousa,R,185,POR,26.1,6-2 4-6 6-4 6-1,R64,150,4,3,90,51,42,22,17,2,4,2,3,119,74,49,18,18,6,13,3,7040,44,1008
Roland Garros,2015-05-24,106401,29,NA,Nick Kyrgios,R,193,AUS,20,106378,NA,Q,Kyle Edmund,R,188,GBR,20.3,W/O,R64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1250,121,447
Roland Garros,2015-05-24,105676,17,NA,David Goffin,R,180,BEL,24.4,105053,NA,NA,Santiago Giraldo,R,188,COL,27.4,6-3 4-6 7-5 6-2,R64,155,5,5,122,66,50,31,20,4,7,2,3,110,60,43,25,19,9,15,18,1835,64,755
Roland Garros,2015-05-24,104871,NA,NA,Jeremy Chardy,R,188,FRA,28.2,104545,16,NA,John Isner,R,206,USA,30,6-4 4-6 6-3 6-3,R64,143,10,2,107,80,63,12,19,3,5,15,1,110,79,52,15,19,5,10,45,985,16,1980
Roland Garros,2015-05-24,105227,9,NA,Marin Cilic,R,198,CRO,26.6,105063,NA,Q,Andrea Arnaboldi,L,180,ITA,27.4,7-6(3) 6-1 6-1,R64,99,10,0,77,43,35,23,13,3,3,3,5,84,54,34,12,13,0,5,10,3370,187,261
Roland Garros,2015-05-24,104919,23,NA,Leonardo Mayer,R,188,ARG,28,105668,NA,NA,Jerzy Janowicz,R,203,POL,24.5,6-4 6-4 6-7(1) 6-1,R64,158,13,4,112,72,61,21,20,6,8,4,5,131,97,63,14,19,10,16,22,1580,50,940
Roland Garros,2015-05-24,104620,NA,NA,Simone Bolelli,R,183,ITA,29.6,104678,31,NA,Viktor Troicki,R,193,SRB,29.2,6-2 6-4 6-3,R64,117,6,1,83,62,46,10,14,5,6,9,3,92,50,31,16,13,6,11,60,826,33,1217
Roland Garros,2015-05-24,103970,7,NA,David Ferrer,R,175,ESP,33.1,104593,NA,NA,Daniel Gimeno Traver,R,185,ESP,29.7,6-3 6-2 6-1,R64,91,0,5,67,39,33,18,12,2,2,1,5,77,49,28,11,12,3,9,8,4490,66,746
Roland Garros,2015-05-24,105453,5,NA,Kei Nishikori,R,178,JPN,25.4,105064,NA,NA,Thomaz Bellucci,L,188,BRA,27.4,7-5 6-4 6-4,R64,142,3,3,94,54,44,21,16,1,3,6,10,103,66,42,18,16,7,12,5,5220,40,1065
Roland Garros,2015-05-24,103794,NA,NA,Benjamin Becker,R,178,GER,33.9,104269,32,NA,Fernando Verdasco,L,188,ESP,31.5,6-4 0-6 1-6 7-5 10-8,R64,193,10,1,162,107,75,26,26,5,11,14,4,146,104,74,30,27,4,8,48,965,34,1180
Roland Garros,2015-05-24,104586,NA,NA,Lukas Rosol,R,196,CZE,29.8,105138,19,NA,Roberto Bautista Agut,R,183,ESP,27.1,6-4 6-2 6-2,R64,80,5,4,65,39,33,16,13,0,1,3,0,75,55,34,7,13,10,16,43,1035,20,1750
Roland Garros,2015-05-24,104559,NA,NA,Teymuraz Gabashvili,R,188,RUS,30,104338,NA,NA,Juan Monaco,R,185,ARG,31.1,6-3 6-4 6-2,R64,105,5,1,86,56,45,19,14,11,11,3,3,83,58,32,15,13,3,7,74,677,35,1170
Roland Garros,2015-05-24,104542,14,NA,Jo-Wilfried Tsonga,R,188,FRA,30.1,104534,NA,NA,Dudi Sela,R,175,ISR,30.1,6-4 6-1 6-1,R64,90,5,1,63,34,30,19,12,1,1,1,2,77,50,29,11,12,6,12,15,2045,91,580
Roland Garros,2015-05-24,104665,NA,NA,Pablo Andujar,R,180,ESP,29.3,104259,22,NA,Philipp Kohlschreiber,R,178,GER,31.6,6-1 7-6(5) 3-6 3-6 6-4,R64,211,1,4,148,97,62,32,24,7,12,12,6,162,92,64,36,23,6,11,42,1050,28,1285
Roland Garros,2015-05-24,105332,NA,NA,Benoit Paire,R,196,FRA,26,104926,28,NA,Fabio Fognini,R,178,ITA,28,6-1 6-3 7-5,R64,100,4,1,82,44,32,25,14,4,6,1,5,102,73,39,14,14,12,19,71,698,27,1295
Roland Garros,2015-05-24,104607,4,NA,Tomas Berdych,R,196,CZE,29.6,103285,NA,NA,Radek Stepanek,R,185,CZE,36.4,6-3 6-7(7) 6-3 6-3,R64,199,13,0,142,79,58,36,20,8,9,6,6,137,93,59,24,19,9,14,4,5230,129,422
Roland Garros,2015-05-24,104527,8,NA,Stan Wawrinka,R,183,SUI,30.1,105583,NA,NA,Dusan Lajovic,R,180,SRB,24.9,6-3 6-4 5-7 6-3,R64,156,11,9,131,57,40,38,20,6,11,3,1,133,77,45,25,20,12,20,9,3845,67,730
Roland Garros,2015-05-24,105449,NA,NA,Steve Johnson,R,188,USA,25.4,104660,NA,NA,Sergiy Stakhovsky,R,193,UKR,29.3,2-6 6-3 7-6(5) 7-6(6),R64,146,7,1,128,83,64,22,21,6,10,9,4,123,87,61,21,20,5,8,56,850,54,894
Roland Garros,2015-05-24,103917,NA,WC,Nicolas Mahut,R,190,FRA,33.3,105208,24,NA,Ernests Gulbis,R,190,LAT,26.7,6-3 3-6 7-5 6-3,R64,186,7,3,130,79,54,28,20,6,10,10,9,112,60,44,22,19,8,14,116,469,29,1275
Roland Garros,2015-05-24,104468,12,NA,Gilles Simon,R,183,FRA,30.4,105373,NA,NA,Martin Klizan,L,190,SVK,25.8,7-5 6-2 6-3,R64,128,3,3,95,49,35,24,15,4,7,3,6,77,46,28,13,14,4,11,13,2210,36,1170
Roland Garros,2015-05-24,104792,13,NA,Gael Monfils,R,193,FRA,28.7,106043,NA,NA,Diego Schwartzman,R,170,ARG,22.7,4-6 6-4 4-6 6-2 6-3,R64,169,21,9,133,90,71,22,24,4,8,4,5,146,93,63,24,23,11,17,14,2065,62,785
Roland Garros,2015-05-24,104655,21,NA,Pablo Cuevas,R,180,URU,29.3,106233,NA,NA,Dominic Thiem,R,185,AUT,21.7,7-6(7) 7-5 6-7(5) 7-5,R64,231,12,3,201,126,80,44,24,20,22,6,3,156,80,64,37,24,5,9,23,1502,31,1225
Roland Garros,2015-05-24,106000,NA,NA,Damir Dzumhur,R,172,BIH,23,104571,NA,NA,Marcos Baghdatis,R,183,CYP,29.9,6-4 6-3 4-6 6-2,R64,144,2,3,108,69,47,24,18,2,5,1,2,122,55,35,32,19,12,19,88,601,59,832
Roland Garros,2015-05-24,103819,2,NA,Roger Federer,R,185,SUI,33.7,104719,NA,NA,Marcel Granollers,R,190,ESP,29.1,6-2 7-6(1) 6-3,R64,107,3,0,77,49,40,20,15,1,3,2,3,94,62,38,14,14,3,8,2,9235,57,845
Roland Garros,2015-05-24,104925,1,NA,Novak Djokovic,R,188,SRB,28,106423,NA,WC,Thanasi Kokkinakis,R,196,AUS,19.1,6-4 6-4 6-4,R32,109,4,0,76,58,49,12,15,0,0,8,3,81,56,41,14,15,5,8,1,13845,84,619
Roland Garros,2015-05-24,104755,20,NA,Richard Gasquet,R,185,FRA,28.9,104731,15,NA,Kevin Anderson,R,203,RSA,29,4-6 7-6(4) 7-5 6-4,R32,213,3,3,144,81,62,37,22,12,13,22,3,145,104,76,18,22,10,12,21,1625,17,1970
Roland Garros,2015-05-24,106058,NA,NA,Jack Sock,R,185,USA,22.6,106432,NA,NA,Borna Coric,R,188,CRO,18.5,6-2 6-1 6-4,R32,106,6,6,71,34,30,23,13,1,1,3,2,77,41,24,18,12,5,10,37,1125,46,970
Roland Garros,2015-05-24,104745,6,NA,Rafael Nadal,L,185,ESP,28.9,105723,NA,NA,Andrey Kuznetsov,R,185,RUS,24.2,6-1 6-3 6-2,R32,121,1,1,80,47,27,23,12,4,6,2,2,81,44,22,16,12,6,14,7,4570,120,465
Roland Garros,2015-05-24,104918,3,NA,Andy Murray,R,190,GBR,28,106401,29,NA,Nick Kyrgios,R,193,AUS,20,6-4 6-2 6-3,R32,119,12,4,89,48,36,20,13,8,10,2,7,102,78,41,10,14,6,13,3,7040,30,1250
Roland Garros,2015-05-24,104871,NA,NA,Jeremy Chardy,R,188,FRA,28.2,105676,17,NA,David Goffin,R,180,BEL,24.4,6-3 6-4 6-2,R32,105,5,0,85,59,41,16,14,2,4,3,0,80,51,31,13,13,5,11,45,985,18,1835
Roland Garros,2015-05-24,105227,9,NA,Marin Cilic,R,198,CRO,26.6,104919,23,NA,Leonardo Mayer,R,188,ARG,28,6-3 6-2 6-4,R32,125,10,0,88,58,44,17,14,5,6,5,5,86,50,33,15,13,4,9,10,3370,22,1580
Roland Garros,2015-05-24,103970,7,NA,David Ferrer,R,175,ESP,33.1,104620,NA,NA,Simone Bolelli,R,183,ITA,29.6,6-3 1-6 5-7 6-0 6-1,R32,192,5,5,132,83,60,25,21,5,8,3,3,146,101,70,16,20,17,23,8,4490,60,826
Roland Garros,2015-05-24,105453,5,NA,Kei Nishikori,R,178,JPN,25.4,103794,NA,NA,Benjamin Becker,R,178,GER,33.9,W/O,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5220,48,965
Roland Garros,2015-05-24,104559,NA,NA,Teymuraz Gabashvili,R,188,RUS,30,104586,NA,NA,Lukas Rosol,R,196,CZE,29.8,6-4 6-4 6-4,R32,97,8,2,84,55,40,21,15,6,7,6,1,83,46,31,18,15,1,5,74,677,43,1035
Roland Garros,2015-05-24,104542,14,NA,Jo-Wilfried Tsonga,R,188,FRA,30.1,104665,NA,NA,Pablo Andujar,R,180,ESP,29.3,7-6(3) 6-4 6-3,R32,151,11,4,99,65,48,17,15,3,6,3,3,117,81,48,17,16,8,14,15,2045,42,1050
Roland Garros,2015-05-24,104607,4,NA,Tomas Berdych,R,196,CZE,29.6,105332,NA,NA,Benoit Paire,R,196,FRA,26,6-1 6-7(5) 6-3 6-4,R32,157,1,6,122,71,54,27,20,2,5,11,10,134,61,40,32,18,4,11,4,5230,71,698
Roland Garros,2015-05-24,104527,8,NA,Stan Wawrinka,R,183,SUI,30.1,105449,NA,NA,Steve Johnson,R,188,USA,25.4,6-4 6-3 6-2,R32,89,8,0,76,41,38,21,14,0,0,4,2,78,48,35,11,13,5,9,9,3845,56,850
Roland Garros,2015-05-24,104468,12,NA,Gilles Simon,R,183,FRA,30.4,103917,NA,WC,Nicolas Mahut,R,190,FRA,33.3,6-2 6-7(6) 6-7(6) 6-3 6-1,R32,227,4,5,150,74,54,46,24,8,11,5,4,153,94,66,21,24,6,15,13,2210,116,469
Roland Garros,2015-05-24,104792,13,NA,Gael Monfils,R,193,FRA,28.7,104655,21,NA,Pablo Cuevas,R,180,URU,29.3,4-6 7-6(1) 3-6 6-4 6-3,R32,203,10,7,152,100,68,25,25,6,12,5,6,169,109,67,34,25,15,21,14,2065,23,1502
Roland Garros,2015-05-24,103819,2,NA,Roger Federer,R,185,SUI,33.7,106000,NA,NA,Damir Dzumhur,R,172,BIH,23,6-4 6-3 6-2,R32,88,4,1,82,53,36,19,13,4,5,3,2,81,57,32,12,14,2,8,2,9235,88,601
Roland Garros,2015-05-24,104925,1,NA,Novak Djokovic,R,188,SRB,28,104755,20,NA,Richard Gasquet,R,185,FRA,28.9,6-1 6-2 6-3,R16,120,4,0,80,61,42,13,12,8,9,4,1,94,55,35,10,12,16,23,1,13845,21,1625
Roland Garros,2015-05-24,104745,6,NA,Rafael Nadal,L,185,ESP,28.9,106058,NA,NA,Jack Sock,R,185,USA,22.6,6-3 6-1 5-7 6-2,R16,172,1,2,98,65,45,19,18,3,7,2,9,122,56,31,31,18,12,21,7,4570,37,1125
Roland Garros,2015-05-24,104918,3,NA,Andy Murray,R,190,GBR,28,104871,NA,NA,Jeremy Chardy,R,188,FRA,28.2,6-4 3-6 6-3 6-2,R16,171,4,2,104,65,49,16,18,2,6,4,10,129,79,51,20,18,9,16,3,7040,45,985
Roland Garros,2015-05-24,103970,7,NA,David Ferrer,R,175,ESP,33.1,105227,9,NA,Marin Cilic,R,198,CRO,26.6,6-2 6-2 6-4,R16,110,2,3,77,49,38,17,13,4,4,6,3,86,51,32,16,13,6,11,8,4490,10,3370
Roland Garros,2015-05-24,105453,5,NA,Kei Nishikori,R,178,JPN,25.4,104559,NA,NA,Teymuraz Gabashvili,R,188,RUS,30,6-3 6-4 6-2,R16,115,5,5,86,57,47,13,14,1,2,2,5,101,60,36,19,13,11,16,5,5220,74,677
Roland Garros,2015-05-24,104542,14,NA,Jo-Wilfried Tsonga,R,188,FRA,30.1,104607,4,NA,Tomas Berdych,R,196,CZE,29.6,6-3 6-2 6-7(5) 6-3,R16,178,13,4,121,79,61,24,20,2,4,7,2,107,62,43,23,18,4,10,15,2045,4,5230
Roland Garros,2015-05-24,104527,8,NA,Stan Wawrinka,R,183,SUI,30.1,104468,12,NA,Gilles Simon,R,183,FRA,30.4,6-1 6-4 6-2,R16,111,5,4,80,34,27,27,13,2,3,3,7,87,37,23,23,12,14,20,9,3845,13,2210
Roland Garros,2015-05-24,103819,2,NA,Roger Federer,R,185,SUI,33.7,104792,13,NA,Gael Monfils,R,193,FRA,28.7,6-3 4-6 6-4 6-1,R16,130,2,1,100,61,45,25,18,2,4,6,4,122,76,47,21,18,7,13,2,9235,14,2065
Roland Garros,2015-05-24,104925,1,NA,Novak Djokovic,R,188,SRB,28,104745,6,NA,Rafael Nadal,L,185,ESP,28.9,7-5 6-3 6-1,QF,146,3,0,80,50,38,18,14,3,5,3,2,93,56,33,14,14,11,18,1,13845,7,4570
Roland Garros,2015-05-24,104918,3,NA,Andy Murray,R,190,GBR,28,103970,7,NA,David Ferrer,R,175,ESP,33.1,7-6(4) 6-2 5-7 6-1,QF,196,9,2,126,73,57,22,20,6,11,2,11,124,69,47,19,19,8,16,3,7040,8,4490
Roland Garros,2015-05-24,104542,14,NA,Jo-Wilfried Tsonga,R,188,FRA,30.1,105453,5,NA,Kei Nishikori,R,178,JPN,25.4,6-1 6-4 4-6 3-6 6-3,QF,225,10,1,118,72,60,23,23,3,7,5,6,160,106,71,23,22,13,19,15,2045,5,5220
Roland Garros,2015-05-24,104527,8,NA,Stan Wawrinka,R,183,SUI,30.1,103819,2,NA,Roger Federer,R,185,SUI,33.7,6-4 6-3 7-6(4),QF,129,4,0,92,50,44,26,15,4,4,7,0,112,71,48,23,16,5,8,9,3845,2,9235
Roland Garros,2015-05-24,104925,1,NA,Novak Djokovic,R,188,SRB,28,104918,3,NA,Andy Murray,R,190,GBR,28,6-3 6-3 5-7 5-7 6-1,SF,249,8,2,141,98,67,29,25,1,4,12,1,149,98,63,28,24,13,19,1,13845,3,7040
Roland Garros,2015-05-24,104527,8,NA,Stan Wawrinka,R,183,SUI,30.1,104542,14,NA,Jo-Wilfried Tsonga,R,188,FRA,30.1,6-3 6-7(1) 7-6(3) 6-4,SF,226,15,6,157,82,62,44,22,16,17,8,2,147,102,73,25,21,12,15,9,3845,15,2045
Roland Garros,2015-05-24,104527,8,NA,Stan Wawrinka,R,183,SUI,30.1,104925,1,NA,Novak Djokovic,R,188,SRB,28,4-6 6-4 6-3 6-4,F,192,9,3,126,84,64,21,20,8,10,6,0,128,83,52,24,19,11,15,9,3845,1,13845
Wimbledon,2015-06-29,104925,1,NA,Novak Djokovic,R,188,SRB,28.1,104259,NA,NA,Philipp Kohlschreiber,R,178,GER,31.7,6-4 6-4 6-4,R128,NA,12,1,84,61,46,13,15,7,9,6,4,103,66,42,17,15,7,12,1,13845,33,1195
Wimbledon,2015-06-29,103813,NA,NA,Jarkko Nieminen,L,185,FIN,33.9,103720,NA,WC,Lleyton Hewitt,R,180,AUS,34.3,3-6 6-3 4-6 6-0 11-9,R128,NA,10,4,172,117,77,26,27,10,17,12,9,182,100,71,31,27,12,22,92,564,118,465
Wimbledon,2015-06-29,105732,NA,Q,Pierre Hugues Herbert,R,188,FRA,24.2,111202,NA,NA,Hyeon Chung,R,188,KOR,19.1,1-6 6-2 3-6 6-2 10-8,R128,NA,23,17,148,72,56,34,25,9,15,8,9,170,105,73,30,25,13,20,151,353,79,671
Wimbledon,2015-06-29,106071,27,NA,Bernard Tomic,R,193,AUS,22.6,105526,NA,NA,Jan Lennard Struff,R,193,GER,25.1,6-3 3-6 2-6 6-2 6-3,R128,NA,19,3,128,94,65,18,22,7,11,25,15,134,80,61,20,21,9,14,26,1355,112,478
Wimbledon,2015-06-29,104919,24,NA,Leonardo Mayer,R,188,ARG,28.1,106423,NA,NA,Thanasi Kokkinakis,R,196,AUS,19.2,7-6(7) 7-6(3) 6-4,R128,NA,15,3,116,75,60,23,17,2,3,5,4,132,81,61,22,17,8,10,21,1605,71,723
Wimbledon,2015-06-29,104719,NA,NA,Marcel Granollers,R,190,ESP,29.2,104386,NA,NA,Janko Tipsarevic,R,180,SRB,31,6-3 6-4 6-2,R128,NA,4,3,105,75,54,12,14,8,9,4,1,89,49,26,23,13,6,11,72,715,486,76
Wimbledon,2015-06-29,104947,NA,NA,Marsel Ilhan,R,190,TUR,28,105668,NA,NA,Jerzy Janowicz,R,203,POL,24.6,7-6(4) 6-4 6-7(4) 6-3,R128,NA,15,4,136,90,73,24,22,2,3,13,7,139,84,64,28,21,3,6,82,647,47,975
Wimbledon,2015-06-29,104731,14,NA,Kevin Anderson,R,203,RSA,29.1,106298,NA,NA,Lucas Pouille,R,185,FRA,21.3,6-2 7-5 3-6 6-3,R128,NA,23,9,107,62,54,23,19,5,7,6,8,130,65,47,29,19,5,10,14,2090,96,539
Wimbledon,2015-06-29,105227,9,NA,Marin Cilic,R,198,CRO,26.7,105655,NA,Q,Hiroki Moriya,R,170,JPN,24.7,6-3 6-2 7-6(4),R128,NA,15,2,89,59,49,15,15,2,3,3,1,91,63,39,13,14,3,7,9,3540,174,294
Wimbledon,2015-06-29,105575,NA,NA,Ricardas Berankis,R,175,LTU,25,104890,NA,NA,Andreas Haider Maurer,R,190,AUT,28.2,6-2 5-2 RET,R128,NA,5,1,39,22,17,14,7,1,1,5,5,51,30,19,7,8,1,5,90,577,57,857
Wimbledon,2015-06-29,105051,NA,WC,Matthew Ebden,R,188,AUS,27.5,105641,NA,NA,Blaz Rola,L,193,SLO,24.7,6-2 6-1 6-4,R128,NA,6,2,70,45,36,17,13,0,0,8,3,88,56,33,15,12,8,13,148,367,93,549
Wimbledon,2015-06-29,104545,17,NA,John Isner,R,206,USA,30.1,104424,NA,NA,Go Soeda,R,178,JPN,30.8,7-6(5) 6-4 6-4,R128,NA,38,3,83,68,63,7,16,1,1,2,4,91,47,41,24,16,0,2,17,1890,91,575
Wimbledon,2015-06-29,106045,NA,WC,Denis Kudla,R,180,USA,22.8,104655,28,NA,Pablo Cuevas,R,180,URU,29.4,6-7(4) 4-6 6-3 6-2 6-2,R128,NA,14,7,140,75,58,40,24,5,7,9,6,153,76,54,36,23,7,13,105,496,23,1502
Wimbledon,2015-06-29,100644,NA,NA,Alexander Zverev,R,198,GER,18.1,104559,NA,NA,Teymuraz Gabashvili,R,188,RUS,30,6-3 1-6 6-3 3-6 9-7,R128,NA,19,11,183,123,89,23,25,6,11,13,9,156,83,66,34,25,8,13,74,689,53,882
Wimbledon,2015-06-29,105053,NA,NA,Santiago Giraldo,R,188,COL,27.5,105154,NA,NA,Joao Souza,R,193,BRA,27,6-4 6-3 6-2,R128,NA,7,0,81,56,36,17,14,3,5,7,5,97,53,33,18,13,8,14,60,790,81,650
Wimbledon,2015-06-29,105453,5,NA,Kei Nishikori,R,178,JPN,25.4,104620,NA,NA,Simone Bolelli,R,183,ITA,29.7,6-3 6-7(4) 6-2 3-6 6-3,R128,NA,14,4,138,82,61,38,23,3,4,12,4,153,103,71,26,24,7,12,5,5660,55,871
Wimbledon,2015-06-29,104527,4,NA,Stan Wawrinka,R,183,SUI,30.2,105311,NA,NA,Joao Sousa,R,185,POR,26.2,6-2 7-5 7-6(3),R128,NA,25,3,93,56,48,23,16,0,0,1,4,108,67,48,18,16,6,9,4,5790,46,986
Wimbledon,2015-06-29,103607,NA,NA,Victor Estrella,R,173,DOM,34.9,103794,NA,NA,Benjamin Becker,R,178,GER,34,5-7 6-1 6-4 6-4,R128,NA,11,6,111,66,54,25,20,5,7,11,7,126,89,65,13,19,7,12,48,941,51,905
Wimbledon,2015-06-29,104269,NA,NA,Fernando Verdasco,L,188,ESP,31.6,105373,NA,NA,Martin Klizan,L,190,SVK,25.9,4-6 6-2 6-3 6-7(5) 13-11,R128,NA,27,10,189,118,96,41,32,9,10,10,10,209,138,106,30,31,12,16,43,1045,39,1100
Wimbledon,2015-06-29,106233,32,NA,Dominic Thiem,R,185,AUT,21.8,104534,NA,NA,Dudi Sela,R,175,ISR,30.2,2-6 6-3 6-4 6-4,R128,NA,10,3,116,76,59,16,19,3,6,1,1,99,58,40,26,18,5,9,30,1235,85,617
Wimbledon,2015-06-29,105357,NA,Q,John Millman,R,183,AUS,26,103990,19,NA,Tommy Robredo,R,180,ESP,33.1,6-2 6-3 6-4,R128,NA,5,0,72,51,41,15,14,0,0,8,3,76,45,32,14,13,6,10,120,463,19,1710
Wimbledon,2015-06-29,104571,NA,NA,Marcos Baghdatis,R,183,CYP,30,105385,NA,NA,Donald Young,L,183,USA,25.9,5-7 6-2 6-4 6-4,R128,NA,11,5,113,69,50,29,20,1,3,3,6,124,81,55,21,20,8,13,54,880,58,830
Wimbledon,2015-06-29,106281,NA,WC,Liam Broady,L,183,GBR,21.4,104594,NA,NA,Marinko Matosevic,R,194,AUS,29.8,5-7 4-6 6-3 6-2 6-3,R128,NA,14,8,143,77,59,36,24,7,11,6,5,159,97,61,30,24,12,19,182,282,138,391
Wimbledon,2015-06-29,105676,16,NA,David Goffin,R,180,BEL,24.5,104547,NA,Q,Horacio Zeballos,L,188,ARG,30.1,7-6(4) 6-1 6-1,R128,NA,17,5,79,51,45,17,13,2,2,8,1,95,71,43,8,13,8,13,15,2010,128,431
Wimbledon,2015-06-29,105777,11,NA,Grigor Dimitrov,R,188,BUL,24.1,105643,NA,NA,Federico Delbonis,L,190,ARG,24.7,6-3 6-0 6-4,R128,NA,6,2,66,35,32,22,13,2,2,3,3,92,62,35,13,12,8,13,11,2600,73,691
Wimbledon,2015-06-29,105449,NA,NA,Steve Johnson,R,188,USA,25.5,105041,NA,NA,Lukas Lacko,R,185,SVK,27.6,6-3 6-7(5) 4-6 6-1 6-4,R128,NA,33,10,155,84,74,38,25,8,9,10,6,152,101,75,26,23,7,11,52,895,94,548
Wimbledon,2015-06-29,104932,NA,Q,Kenny De Schepper,L,203,FRA,28,105441,NA,Q,John Patrick Smith,L,188,AUS,26.4,4-6 4-6 7-6(4) 6-4 6-4,R128,NA,19,5,151,105,80,26,26,2,4,22,1,149,95,77,29,26,5,7,163,320,160,323
Wimbledon,2015-06-29,104755,21,NA,Richard Gasquet,R,185,FRA,29,106291,NA,Q,Luke Saville,R,188,AUS,21.4,6-3 6-2 6-2,R128,NA,5,3,76,40,32,23,13,2,2,2,7,79,41,23,18,12,6,11,20,1610,183,280
Wimbledon,2015-06-29,106401,26,NA,Nick Kyrgios,R,193,AUS,20.1,106043,NA,NA,Diego Schwartzman,R,170,ARG,22.8,6-0 6-2 7-6(6),R128,NA,12,3,77,44,35,20,13,0,1,2,2,82,50,31,14,13,7,13,29,1245,64,760
